Feature_1,Feature_2,Label
-9.113944296360156,6.813616293819829,3
-9.354575775806381,7.092789588960808,3
-2.0156706757908367,8.281779938215708,0
-7.010235913087603,-6.220843482083633,2
-10.061202477742723,6.718671128948261,3
-6.365031417230059,-6.976072711254003,2
4.7437873917388105,2.2043601117780343,1
-6.631868318585895,-7.2183443249583314,2
-2.7967021657599243,8.90289074220003,0
3.9250967379065123,2.36710184912103,1
-2.8702215903903885,10.125653038903684,0
4.85408812780713,1.5574239267843395,1
-2.3838794660498968,7.838484053870456,0
-3.3584200682829985,8.761898934539106,0
-9.228713298109106,7.031247685239886,3
-2.9304294793791614,8.817688840239661,0
-9.814853219365908,7.352373883495533,3
3.4247932842335373,2.0850422728023887,1
-2.450951093443926,9.595473122518055,0
-2.157083366772588,10.328559503684309,0
5.3350361836325435,1.4807602929297057,1
-2.6059690500523556,9.256716642287044,0
-6.29455535110062,-6.96834402217723,2
-8.905724586450509,7.190941155778769,3
-2.7872482387402275,8.734848276056168,0
-8.52044524988684,8.188464087893443,3
-9.18439055497701,7.776757650994156,3
-7.370559601091354,-5.62467722786467,2
-6.8869752548594185,-7.418462216167446,2
4.106170178452787,1.483683512961469,1
-3.103519418131163,8.674507490436659,0
3.9973433373914338,2.2626531330866433,1
-8.340126266709463,6.809872619953383,3
4.768335082706224,1.225726416713539,1
-9.747442393955142,8.143647475965418,3
-2.3727216622902727,9.798571780767778,0
-8.384134586648798,6.770223720992128,3
-6.732647248486036,-7.184275498498624,2
-8.902545972608745,6.702377522047079,3
-6.674573605684975,-5.754407089746415,2
5.400025525740075,1.5485680045694636,1
-2.3546673886190916,8.969618578738622,0
-9.130891491079506,7.063988002806931,3
-6.948351098302841,-6.137419806091869,2
-2.530024684875896,8.313079305626601,0
-2.292360259747702,9.937108068077903,0
-8.795388014304375,7.036928447439633,3
4.348660707530639,2.0222941675725257,1
-8.635766159390888,7.076396735825223,3
5.591488925915312,1.2304803846446226,1
-6.834144456235034,-7.286406620183214,2
-8.843111341425981,8.211489398832718,3
-6.6596682434931616,-7.44403746507236,2
-1.6224611962078406,8.703323997234133,0
-6.172048880712974,-6.8395985044298815,2
4.94890744801173,4.284808578333564,1
-8.601656471209033,7.070932227006545,3
5.217904513774695,2.2208382401026308,1
4.70798924337885,2.37044808865336,1
-2.785580885628623,9.64855946392967,0
-8.696959021770871,7.786042031830883,3
5.919698861021861,0.801917004227231,1
5.179638761488052,2.1575493964666976,1
-6.990999271562868,7.995267862359449,3
-7.029005680238714,-6.297167022703333,2
-7.418675993960285,-6.5849580903720435,2
-7.310693723902732,-7.008177884303055,2
-6.452658264297936,-7.554894848378668,2
-7.901656654764363,-6.913438212613918,2
-3.146579851288413,9.29844158657943,0
-6.096339906858673,-6.8675072882962915,2
-6.244572499041517,-7.935353285129815,2
-9.258163061431562,7.451910861939236,3
4.923821410972228,1.9294723363466084,1
-2.744462514932045,8.13617715931905,0
-8.676053661168107,7.293380049829221,3
-8.120092451175196,-6.93358161698362,2
-7.335106788083489,-6.789873321390222,2
-2.869580837004033,8.839269878322355,0
-6.171963118718498,-7.16161498453877,2
-3.1168962952534045,9.202834527755487,0
-2.5524036960009506,9.616405866933537,0
-8.537777444061382,6.736989768619573,3
-2.3104395642106117,9.599613204471737,0
-6.30937288823964,-7.226251786673388,2
-8.336912489396925,6.645698802704132,3
-8.137658519640127,7.476175421479431,3
5.759343542914955,2.2574694364878045,1
5.69915138039676,2.2161587105173055,1
3.813277215453847,1.4104746599916584,1
-9.839970925308833,7.649539030926664,3
-2.5306932465187213,9.953072321686726,0
-8.550939861188175,7.523720178670872,3
-1.9599563524315058,9.211536793994132,0
-2.8270537453129734,9.322246588066335,0
-9.17051733984432,6.604796179945394,3
-7.520199448780827,-6.965537284288723,2
-2.353267946503696,9.483379851264708,0
-9.29628325056152,6.240593655099992,3
-8.59026681470179,8.449600403033543,3
4.354911649531528,1.581172144396505,1
4.854551252437071,2.3096403997616726,1
4.515005486013736,1.6773691231454322,1
-2.034578454826922,8.468653655321479,0
-3.0127281369863335,8.828758702687592,0
-2.3640202601131297,7.866317981403643,0
-2.3030266493116733,7.956462034980682,0
-2.358901912845224,9.222155053896508,0
-5.587717716644336,-7.340518131008777,2
-9.677468300927496,7.661304457513046,3
5.05163495045281,1.005540161226941,1
-2.9791495984544922,8.821049218474917,0
-2.994293784788663,8.7132319020476,0
-2.4686807002399958,8.159437216470247,0
-2.5172959578955107,8.379659570824781,0
4.759314653572184,1.6130395576454553,1
-9.460675449231884,7.209319708648538,3
-7.907507908605797,-6.067786168776699,2
-9.960802909251523,7.112614825073918,3
-7.483237620051091,-7.608622760948586,2
-6.568019282606567,-5.9604662454744,2
-6.74517170206502,-6.872554152806869,2
-1.6675210364910908,8.173175490522953,0
-8.49239357880255,7.510273008224825,3
-6.680238783963515,-7.329201515209879,2
-8.91507831152447,6.750198651138447,3
-8.469827736609956,7.778027541527086,3
-2.9153508232363254,9.381291901502843,0
-8.21580379008127,7.017513076185855,3
-7.197781762174735,-7.355833292633353,2
5.289709582133268,2.605450915161674,1
-3.660460352232175,8.998377802928792,0
-2.4541411571314486,7.821744779437786,0
-3.54414832256057,8.676913610653738,0
-3.3963108172732066,8.582379603161497,0
4.9428712036163756,2.492622800442805,1
4.488337945392205,1.2244997747618225,1
-9.000252717812034,6.736264686029319,3
-2.5061295490672735,8.873533848173233,0
-7.187947341553286,-7.515637706409318,2
-2.7908822546137215,9.3398221543499,0
4.492645966626379,1.5209279853262383,1
-5.643178436222078,-5.826905087810024,2
-2.4569693821098473,8.834881717918801,0
3.7282568566556935,1.6826292402209813,1
4.21069661067212,2.3809283333015374,1
5.1275961075314775,2.3509469890948993,1
4.805893315826113,2.4694796333623463,1
-6.113028253678215,-7.235052426577445,2
-2.9172124559998447,9.153638346494924,0
-3.0540120683654766,8.166903907397147,0
-7.659492676886177,7.344681046681741,3
4.808473956869121,1.5995499720483757,1
-7.8000956935926435,-6.113503500136841,2
-2.3315254568140045,9.170919291506255,0
3.9197009919946355,1.772468942436163,1
-6.890735072746704,-7.053304776628029,2
-9.156628445202326,6.978031971111895,3
-8.455172281369586,6.326610878137327,3
4.109564374507421,2.065404747508049,1
-4.081044685506597,9.507427630823456,0
-9.363698708666865,6.493843076920101,3
-5.948936005837757,-6.810704812700232,2
-8.117599403337643,7.0786776916857725,3
4.674804067295701,1.287387505242358,1
-8.315652934576995,7.127908796197999,3
-7.1622501745222635,-6.7408796308613645,2
-2.4730594970881343,10.492231395689494,0
-2.1960326836826116,9.192476932138232,0
-2.0210872926309484,8.275767538337949,0
-1.823503934343738,9.465445947810386,0
-3.060852163593032,9.944246771208846,0
-7.383460296459735,-7.23974518054236,2
4.371969864987888,2.4870089605348156,1
4.050973645599331,2.2504317684986943,1
-6.8649210865959045,-6.5813106185286765,2
-6.356234809118863,-6.770104389832936,2
4.481084736285328,3.6052711838945033,1
5.913172554435681,2.59264884027142,1
-6.505155300919977,-6.503102287717379,2
-8.78637388415227,7.230116574263455,3
-2.8358272577678596,9.08083968202424,0
-9.235902012003518,7.665882116654599,3
5.619325618587083,1.1150848571643523,1
4.982413142644002,2.6545090680490913,1
-10.321314456712384,6.845385762216417,3
-6.685127379658205,-6.958195425896557,2
-1.6298083616998178,8.8788203479064,0
2.695118432186658,1.358537099140158,1
4.375852144209911,2.0516140303123866,1
-6.917234649515173,-6.307024200975204,2
-5.902457863808495,-7.708170468204881,2
-7.374925509226777,-7.0729410982677425,2
-9.802195548790554,7.445601097019037,3
4.2016588571978195,2.103044837689917,1
-7.6717671153636555,-5.781234333763335,2
-6.891036915892883,-7.481627212058632,2
5.926245289823297,2.3535210973315386,1
4.055069834091708,2.445420446186203,1
-8.729208003600913,7.472455267278905,3
-2.066117675055504,9.117107096912305,0
-2.5785865924856943,8.833623910844748,0
-7.372959428491129,-6.733897266380799,2
4.2862599820615745,2.482930942153347,1
-2.0216821296162313,9.828030145340815,0
-6.6930826517924675,-5.9948958631062155,2
-7.471062818952596,-6.57768168396524,2
-9.226271487181526,6.674594113330066,3
-6.821429612155639,-6.523015378013798,2
-2.2922160080241696,8.627214275435247,0
-2.4494068040001653,8.712200735728603,0
-7.458581267499333,-6.468478717276883,2
-6.008941026474245,-6.304547097624822,2
3.8833484636270743,2.5238868521735975,1
-8.809214779869114,6.8249528456520805,3
-5.9782129598936535,-6.835652725024081,2
-8.45865863697224,8.68593863018134,3
-8.492084480327687,7.201695683872908,3
-3.2513680495795994,8.222012160347756,0
-9.003358774926996,5.942370216657352,3
-8.340684407925917,5.996841730093972,3
-8.153964625737155,-7.195562606284403,2
-9.292138203806593,6.470170689740098,3
-7.662308891454182,-6.478306063977923,2
4.647679971354846,2.845290130235122,1
4.164366393168481,1.9043278190605926,1
-9.104903712681677,7.549903211325614,3
-7.826042775592471,7.8525067696683735,3
4.450717289443894,2.4285512162366922,1
4.593617810579639,2.1778608688307184,1
5.133114932224795,3.1112454735331,1
-8.282621228117026,8.469172899780782,3
-2.714826332968812,8.53291976666535,0
-7.589582298750735,-8.103648899932008,2
4.66722194017039,1.5822094753772418,1
-6.470455408374292,-7.06626964723202,2
-9.229429421317306,7.351962118288552,3
4.6273378798496125,2.0435661139260013,1
-7.85134712853524,7.1741012917648765,3
-8.8779756358244,6.596913195641229,3
-8.664462842498162,8.568763394685966,3
-6.685996054948417,-7.3764481594073406,2
-6.184760667051229,-6.405111976898185,2
5.015279244887105,1.4588751500909625,1
-7.924453310274216,7.646868941709498,3
-7.83628378642789,-7.23973460704821,2
-6.4655407961246025,-7.120841876407448,2
-6.87648097132036,-6.851921237017101,2
-8.682494255603121,6.780932940436058,3
-6.551368762449247,-7.001425184736283,2
-8.615640232613226,6.961131803469211,3
-6.944883280225385,-6.639082560016582,2
-9.193764111179332,6.805128453690814,3
6.028673976232207,0.8528105683856833,1
-5.565745431220667,-7.365088564489038,2
-8.642171332377513,7.192062598213385,3
4.0837205532812515,1.937454470303652,1
-3.3061092523918085,9.132402869719796,0
-9.725479504103916,8.009775341422861,3
-2.3333541390735415,8.585675277382501,0
4.505801165032591,2.4015699803959873,1
-1.8905979095551797,9.573054199668041,0
-8.79190677204744,6.8067523947017445,3
-3.43959568169243,9.055423913081938,0
-6.384377381758452,-6.392003811675563,2
4.242806957367069,2.4846296848184664,1
-6.807449812124131,-6.571446292840697,2
4.681760087222113,1.741981525823676,1
5.088254999302058,2.339391843200811,1
-2.624614201921424,9.19521453359849,0
-1.5616699337483153,9.474746965690066,0
